"Id","SalePrice"
1461,120070.536629396
1462,152337.877235625
1463,183248.986872048
1464,207566.887197462
1465,203255.789115671
1466,174096.87877503
1467,197280.500065101
1468,169441.172754631
1469,184141.770298676
1470,124985.140797838
1471,205960.540723844
1472,94450.5054361386
1473,96634.8976812262
1474,152787.759236769
1475,116256.127519278
1476,356138.762235646
1477,230072.460891614
1478,316328.480535027
1479,285751.208648799
1480,561198.634737656
1481,312331.227442856
1482,212722.996303029
1483,170851.204729151
1484,163310.196746788
1485,179943.48647058
1486,200761.380028774
1487,329072.681885182
1488,243904.361512763
1489,184979.304385027
1490,246838.546165517
1491,184901.36616785
1492,94214.6781568124
1493,180126.311696998
1494,276499.134943638
1495,288904.773756133
1496,255519.993469265
1497,186659.18058225
1498,162604.555022404
1499,167583.985653637
1500,161605.678964879
1501,176712.777748473
1502,152136.386323803
1503,294350.805562739
1504,245077.033192426
1505,235547.569433859
1506,186133.055285921
1507,241807.886696232
1508,185560.652845116
1509,153447.668282385
1510,145936.586877367
1511,148090.924199787
1512,181481.180702306
1513,147145.143568329
1514,161763.498545396
1515,216009.840377804
1516,150118.342642612
1517,170307.496680952
1518,136888.473333091
1519,214845.515090167
1520,127915.819204352
1521,126288.017347548
1522,176609.370867823
1523,110601.759052452
1524,118522.385757441
1525,116532.505521693
1526,114164.657947623
1527,110720.810856961
1528,147260.162388271
1529,140955.715744786
1530,192428.333105701
1531,120179.512854208
1532,101292.789603761
1533,142203.083161481
1534,113677.09567051
1535,152160.125371269
1536,107527.812347759
1537,68478.8748727551
1538,168059.874255495
1539,215876.918474477
1540,93249.6573512719
1541,129143.995136269
1542,145656.692060839
1543,190729.184188985
1544,91909.8163584023
1545,118738.154466024
1546,138864.113345097
1547,130607.459733354
1548,135656.589565389
1549,122495.054347385
1550,133413.183364412
1551,102217.785126881
1552,134584.4908701
1553,132036.104130845
1554,121097.735754156
1555,185138.680749462
1556,99940.5987034138
1557,107898.542493395
1558,96708.6361815759
1559,60694.615017625
1560,143385.940351629
1561,134690.68201763
1562,126934.397713599
1563,116217.231388644
1564,171646.854653816
1565,145100.104110308
1566,249906.078166147
1567,84065.135449063
1568,234637.980937549
1569,119093.885298279
1570,131732.504246158
1571,122764.314114776
1572,142643.013108881
1573,210546.376372089
1574,123813.142597337
1575,220630.488797519
1576,248130.090120272
1577,178260.954601423
1578,135696.516749127
1579,146176.274379454
1580,194786.094230439
1581,154247.048808962
1582,129802.159307522
1583,312210.531285112
1584,227363.605830143
1585,138141.340497599
1586,70839.6774342195
1587,110120.457703891
1588,144947.637929494
1589,102510.313739981
1590,133320.451372712
1591,92845.55966578
1592,118565.001935769
1593,118614.614963396
1594,146497.933732554
1595,109916.068050665
1596,230417.297135066
1597,188453.938656109
1598,208864.159836867
1599,164329.300862857
1600,153759.120737818
1601,63233.2814932713
1602,102657.59602077
1603,68961.7705867237
1604,297651.477421453
1605,226345.978856987
1606,177563.422340215
1607,170020.155561696
1608,204169.322313201
1609,174003.857483155
1610,155207.91706249
1611,133216.481680898
1612,178247.270380121
1613,171028.765600004
1614,115060.838744732
1615,90075.2271286262
1616,78384.6710599191
1617,91843.0964912467
1618,121293.29815096
1619,136962.589778959
1620,172009.082184211
1621,135512.605776157
1622,146245.361725581
1623,256773.09735466
1624,209169.753670838
1625,106131.646824463
1626,174230.019655721
1627,192483.364854465
1628,276788.409378976
1629,175918.462960631
1630,429024.001593786
1631,230795.249031009
1632,251211.522654478
1633,166007.26261967
1634,185563.885431954
1635,176746.21510746
1636,156650.736448868
1637,200771.192834252
1638,199419.963254728
1639,178800.724638136
1640,257974.741892558
1641,171435.38736301
1642,232857.964309817
1643,229443.49348315
1644,234311.578939319
1645,207351.215101973
1646,156660.792063925
1647,146627.278747267
1648,131335.102172711
1649,141052.100358061
1650,126350.272935305
1651,125709.469398128
1652,95885.760438637
1653,99754.2660427502
1654,147703.998107286
1655,139829.008838173
1656,141703.024047171
1657,148610.140747533
1658,145212.280204401
1659,123729.192106399
1660,152978.754928556
1661,440890.820342303
1662,402987.859352866
1663,397495.285261168
1664,599132.861653957
1665,321316.294601164
1666,342445.463043974
1667,373219.71797705
1668,345113.49593425
1669,316538.239528543
1670,359874.59448768
1671,268354.29039945
1672,487559.731741046
1673,287675.748747268
1674,248363.710427883
1675,202303.614153155
1676,206127.554365127
1677,219241.312381821
1678,530501.171721961
1679,390669.033704253
1680,357207.455679948
1681,265120.210310403
1682,306540.688502388
1683,196660.003435462
1684,185780.442380679
1685,175058.911914902
1686,171952.598065694
1687,169146.855515187
1688,196429.723322136
1689,197709.722148754
1690,200375.532574563
1691,183370.02256964
1692,256365.039061475
1693,165102.144015365
1694,183110.144107847
1695,163222.563442609
1696,265480.676877719
1697,176532.267729453
1698,348104.689685369
1699,310561.322407352
1700,257937.235640281
1701,271718.170869358
1702,245962.718188917
1703,253139.955174362
1704,279927.207565444
1705,243305.561345402
1706,514984.814049255
1707,213815.488984774
1708,202987.531504132
1709,278940.452983282
1710,222741.057695537
1711,268498.0654331
1712,258573.346424784
1713,270760.536003141
1714,226664.05471496
1715,200985.391438292
1716,180029.519627109
1717,167257.990139744
1718,131932.785206611
1719,192072.215553407
1720,223249.617633116
1721,162803.4321013
1722,127194.767621482
1723,161926.552211397
1724,196321.01061302
1725,220113.498653283
1726,176886.531514477
1727,157788.840407531
1728,172187.329921435
1729,160496.074560666
1730,161345.531976749
1731,117054.947141086
1732,132355.476945628
1733,111293.491274144
1734,120486.329379357
1735,133739.073375658
1736,112562.405097975
1737,410134.430053714
1738,260170.026882076
1739,307579.693016739
1740,230818.292442665
1741,203151.662478402
1742,173282.732170645
1743,183810.229717182
1744,361348.661479606
1745,209254.378722723
1746,224061.788274673
1747,211859.012355142
1748,223699.6880073
1749,155027.465377883
1750,133607.966239174
1751,246728.881652677
1752,118695.221710111
1753,149663.686779278
1754,200101.336393296
1755,157799.600440288
1756,131447.249886081
1757,116715.672158181
1758,152957.56539539
1759,166554.37513623
1760,161390.551454169
1761,160327.213097089
1762,182214.620918774
1763,171189.690202993
1764,113104.645014782
1765,181154.577149886
1766,187032.660759765
1767,239376.830276091
1768,140850.492995257
1769,176280.762231198
1770,150189.732720862
1771,125885.374314796
1772,135463.203290099
1773,134892.755066055
1774,145309.411843927
1775,134337.280917499
1776,117729.189300201
1777,103210.269224656
1778,138011.424823033
1779,115888.570384634
1780,179590.120477545
1781,126921.638581003
1782,86998.6756799686
1783,147019.38630285
1784,105809.342082064
1785,117732.509521578
1786,163464.954104579
1787,170778.283793172
1788,65947.0252661011
1789,104510.053582931
1790,73719.7377843145
1791,191241.163000207
1792,153336.52492586
1793,135848.723573643
1794,157277.610433001
1795,126560.80440274
1796,118032.627441773
1797,124364.998810021
1798,117561.677770121
1799,107969.568356765
1800,117860.12359368
1801,133085.829286503
1802,151097.100574422
1803,148707.120743234
1804,144268.711007316
1805,136794.855339952
1806,126691.21596227
1807,126521.568705356
1808,112009.145186107
1809,113855.910614637
1810,131370.313461703
1811,91019.2681693848
1812,87812.0358417173
1813,120842.399166663
1814,87123.6617190814
1815,56174.9151921246
1816,95365.3028558723
1817,108938.505391065
1818,133911.805953671
1819,121526.433587616
1820,50441.1935131237
1821,112738.461685346
1822,139772.698982234
1823,45782.4337964858
1824,133509.832946282
1825,151992.215645647
1826,103095.945012285
1827,104936.578792507
1828,138341.832122226
1829,125731.92046903
1830,132647.555951507
1831,151990.474345056
1832,92363.5344207118
1833,138148.787414897
1834,118568.827917025
1835,121372.150974687
1836,124894.515571038
1837,96553.9451348769
1838,132534.541847862
1839,103790.189549506
1840,151701.361512555
1841,129862.150037431
1842,88456.1370619079
1843,137986.527169384
1844,129098.565879077
1845,141316.108729634
1846,139448.341362474
1847,166375.746849058
1848,54984.7257241083
1849,108697.464012648
1850,111883.913081376
1851,147473.26441648
1852,127818.455997299
1853,131982.275020319
1854,161430.43563939
1855,139789.151645967
1856,216750.738468557
1857,131441.224620181
1858,146950.194798687
1859,120378.53333955
1860,159361.222192413
1861,119761.306990836
1862,303105.338473724
1863,303105.338473724
1864,303105.338473724
1865,327972.847546641
1866,336925.406804642
1867,235335.547187888
1868,325304.805946621
1869,209882.781516621
1870,220530.753474881
1871,251206.634131311
1872,173890.619674916
1873,231931.278245847
1874,154705.501925735
1875,207684.551064812
1876,201289.996935963
1877,213666.82424234
1878,201520.513488745
1879,121171.37345211
1880,141836.576621586
1881,249548.517564195
1882,250407.033723625
1883,186232.870185871
1884,201706.78369254
1885,236184.098700726
1886,306601.768017162
1887,207442.460841034
1888,271525.171264707
1889,169490.30922729
1890,129014.641449889
1891,128945.647691749
1892,98607.5639905437
1893,120165.433756779
1894,118308.54805209
1895,133432.426850309
1896,128011.926394924
1897,121176.323234935
1898,121906.074047132
1899,165091.723811296
1900,161178.330593487
1901,176738.698357688
1902,152010.232560646
1903,228211.845046524
1904,148428.097939686
1905,202859.61143817
1906,164306.574385592
1907,220215.538366757
1908,113529.555768193
1909,134275.069371714
1910,123096.671004477
1911,228157.357763844
1912,383407.444151099
1913,155055.764621205
1914,51519.33423823
1915,309154.021683874
1916,65357.4684452326
1917,238588.979144571
1918,137862.04395714
1919,177542.430490042
1920,169711.15923982
1921,405812.741674462
1922,310101.561224306
1923,241561.098839847
1924,234487.42392747
1925,213244.231462467
1926,396355.030469618
1927,130897.412451141
1928,151271.103399412
1929,125199.322310715
1930,128776.136439354
1931,142819.147444294
1932,133877.57082673
1933,173192.757890523
1934,183584.048309686
1935,171202.657110019
1936,186845.405690289
1937,179368.772838389
1938,168752.888080054
1939,271343.619700693
1940,199815.788390197
1941,175669.094418271
1942,182435.114379487
1943,212938.840662194
1944,331744.186454425
1945,392331.405718541
1946,137541.19491761
1947,341587.081692801
1948,160370.039334098
1949,231414.831887112
1950,183865.656649875
1951,234365.07417002
1952,213652.625815496
1953,160312.470590031
1954,186447.628356469
1955,133186.173869691
1956,344544.570855666
1957,152349.278014967
1958,286601.722215174
1959,144907.815496022
1960,110867.845073665
1961,118204.190940315
1962,96153.2525056538
1963,105792.893577635
1964,107027.166674861
1965,149479.786184776
1966,139328.169960328
1967,284580.730623796
1968,443970.201139305
1969,392974.548576702
1970,468966.573854598
1971,458527.097380402
1972,391163.806963622
1973,260616.954485878
1974,326192.989483576
1975,558715.589585219
1976,265705.216000717
1977,350242.695203841
1978,353987.918300533
1979,316768.266708452
1980,196965.253337008
1981,363469.967701203
1982,229805.117143423
1983,208964.99207811
1984,184205.212163929
1985,216153.109441185
1986,203810.610575196
1987,173329.648725944
1988,179547.105023486
1989,198483.470605843
1990,218118.804217575
1991,232678.537355962
1992,208973.271525096
1993,177045.559625012
1994,240312.553051837
1995,187229.207380108
1996,253388.023731347
1997,326494.376224878
1998,323226.107925733
1999,273769.276695655
2000,322583.622257522
2001,267915.978102643
2002,253616.489170108
2003,257107.354442927
2004,270267.576390426
2005,241708.949433125
2006,210790.578077169
2007,256185.973437423
2008,205905.847692717
2009,180969.505226643
2010,185280.674681419
2011,138498.107207948
2012,165797.034439
2013,165295.277043789
2014,180706.683734668
2015,182268.644831995
2016,182226.556683755
2017,189054.723939092
2018,118478.751783458
2019,137867.316857931
2020,111222.343369405
2021,105511.157237158
2022,189703.047045884
2023,144395.894086944
2024,290334.851899774
2025,377813.398922208
2026,181189.648123267
2027,163407.584405232
2028,170411.408640931
2029,182573.943535263
2030,289827.835083814
2031,261249.584823141
2032,277535.712216688
2033,277505.621742796
2034,177673.557967386
2035,225664.823769459
2036,216028.948951684
2037,220357.183630164
2038,292030.763574167
2039,206437.256494002
2040,281990.738018578
2041,322087.19746545
2042,207603.800716483
2043,168193.359021966
2044,165618.271394646
2045,207964.47468561
2046,144170.925822335
2047,148804.605583808
2048,137852.642644376
2049,143597.627955106
2050,167915.708745546
2051,101989.092597773
2052,125933.849732959
2053,146549.147986852
2054,98513.6467134322
2055,159245.70994583
2056,148516.247697932
2057,117948.16002536
2058,212622.920207888
2059,135547.167475781
2060,175329.677066676
2061,183552.020733529
2062,125815.132680307
2063,109765.59606374
2064,133986.352465618
2065,110402.264106603
2066,168789.080631706
2067,125805.589691682
2068,142578.68490533
2069,85956.8448270361
2070,112284.632843737
2071,96060.4862388238
2072,144569.393881563
2073,142772.991915754
2074,193615.476156869
2075,136463.072014071
2076,118082.564326964
2077,144905.480082735
2078,116829.775478399
2079,137443.176883838
2080,121619.101601708
2081,119180.821160434
2082,123431.631781953
2083,140997.817295148
2084,108670.577190599
2085,117269.122241119
2086,117141.511393056
2087,124180.442263809
2088,93255.7175591933
2089,76678.0532525228
2090,123662.161034136
2091,101355.242903407
2092,129991.543979866
2093,115937.242442472
2094,103690.570592401
2095,138344.676843085
2096,80699.0109663049
2097,94791.1856189116
2098,137303.661166443
2099,53973.1236607946
2100,90771.0946797331
2101,100889.595666441
2102,135472.15033394
2103,93136.2953426518
2104,133843.345154408
2105,123948.285961407
2106,65621.0814275622
2107,187483.808311824
2108,107934.30802401
2109,104219.437352664
2110,129039.767551687
2111,153715.251647541
2112,143990.572973562
2113,125652.180813846
2114,128249.597354987
2115,157791.358992271
2116,117081.115791684
2117,148276.370396956
2118,115130.609368968
2119,113043.409009123
2120,121617.647231319
2121,94843.781750139
2122,114049.281554059
2123,90838.6150567636
2124,162795.27679143
2125,132660.185657546
2126,142920.459283619
2127,156484.388671547
2128,128149.448221686
2129,101139.390576415
2130,133984.052687216
2131,159933.537695661
2132,113920.01026127
2133,119394.233633803
2134,121001.981428275
2135,106201.815260769
2136,74455.8004704701
2137,110129.605570698
2138,136916.158288868
2139,141304.050460402
2140,143121.624552585
2141,158442.906650927
2142,118666.53017282
2143,135311.823882066
2144,119752.051481959
2145,143273.146617076
2146,164893.365291687
2147,173792.819592395
2148,141770.852626328
2149,153542.162494936
2150,233868.236671561
2151,109122.14314253
2152,156429.031630655
2153,161177.88089801
2154,97433.1430399924
2155,140980.649899007
2156,261584.230383584
2157,229463.569685581
2158,213863.322139546
2159,196964.998055266
2160,177590.181048071
2161,242505.201141157
2162,456805.651991942
2163,365283.584467361
2164,230643.150146923
2165,200347.518966624
2166,162186.609510591
2167,219322.428050584
2168,194817.401347706
2169,187652.715700812
2170,211761.479080641
2171,161501.312788763
2172,144281.382878952
2173,176448.620839649
2174,226238.235936984
2175,304341.847575061
2176,310151.452459709
2177,239880.44856493
2178,204620.445099131
2179,135150.887637806
2180,211605.420351843
2181,185411.037098277
2182,224009.69966432
2183,185957.561184428
2184,120303.656083326
2185,121834.9472968
2186,149572.699859744
2187,148640.428969408
2188,151994.299894511
2189,253080.307992148
2190,81993.015753662
2191,81237.6443686618
2192,87695.6171695241
2193,101475.901080341
2194,105539.929148673
2195,105437.681240781
2196,105002.586904942
2197,116740.286948529
2198,162513.80442269
2199,188923.470857605
2200,148795.040610449
2201,141772.408474245
2202,222491.223438871
2203,138196.200119336
2204,185382.079999848
2205,123718.215830133
2206,141231.875076145
2207,218705.064566105
2208,292233.512840279
2209,223927.776722194
2210,115420.699777871
2211,119254.605468672
2212,117136.810858909
2213,103276.237074587
2214,134775.05314295
2215,102530.381640033
2216,148877.744506168
2217,57642.0646185935
2218,64997.5777016757
2219,60253.4875953634
2220,61821.1798710351
2221,310496.927504585
2222,285378.509029949
2223,273986.085376649
2224,202652.843295381
2225,127038.091004098
2226,201982.641953623
2227,215278.086320983
2228,258112.439779597
2229,239544.998995363
2230,152111.002636616
2231,192505.732582792
2232,182412.756121396
2233,175501.750941945
2234,245102.354666161
2235,233688.932668044
2236,271238.598257311
2237,352274.366812789
2238,179508.694824359
2239,120469.906004759
2240,157273.148760316
2241,154686.272114024
2242,114622.268965824
2243,120142.152001328
2244,101859.858774338
2245,93233.5572363871
2246,136359.833258924
2247,119323.035498169
2248,124456.27738308
2249,120629.476362718
2250,127588.103440363
2251,105757.886231262
2252,182775.08208871
2253,152659.333744632
2254,172171.792695387
2255,201326.16409736
2256,173188.63403597
2257,219548.821507935
2258,160829.104662087
2259,176621.264900346
2260,155008.295126115
2261,192778.120183046
2262,214987.00355037
2263,363183.334786505
2264,550506.07248732
2265,170696.233604905
2266,327305.63491624
2267,410055.853745054
2268,402161.319158164
2269,151680.329757733
2270,184421.970217715
2271,215010.218246603
2272,198613.084474718
2273,163421.921266329
2274,174094.5741812
2275,158872.005144446
2276,187471.578422501
2277,187161.226490387
2278,154960.28000857
2279,119018.576330008
2280,112148.404640136
2281,174466.272836576
2282,187481.011630324
2283,105878.357897891
2284,108978.646721598
2285,147573.067624618
2286,125097.72561448
2287,357455.144152712
2288,273704.441879267
2289,346067.824391969
2290,457669.97752124
2291,312213.48396471
2292,436022.826698993
2293,474399.877772594
2294,404077.521157602
2295,488934.692984152
2296,274574.192616798
2297,305351.220661506
2298,330961.021199157
2299,342330.894922979
2300,338331.821317946
2301,274827.970016718
2302,246282.374294146
2303,240728.61192208
2304,237771.650384437
2305,201934.249155197
2306,204264.092449709
2307,206319.543884482
2308,232833.331309879
2309,303160.310413143
2310,210262.739307086
2311,221933.87377041
2312,170565.760656339
2313,176905.032625416
2314,170847.770291963
2315,175685.770347062
2316,185019.405515362
2317,189827.685402772
2318,168841.821135274
2319,176715.859701812
2320,183668.773030348
2321,231806.776517322
2322,176538.285834297
2323,173504.611400313
2324,181358.306826106
2325,206478.118604276
2326,167952.145932123
2327,210331.821927921
2328,227441.83320304
2329,189895.71764944
2330,186509.013657885
2331,350690.816953816
2332,412516.582045814
2333,326035.222188173
2334,252692.638705263
2335,268416.90060907
2336,312819.061111181
2337,202773.237718898
2338,266725.84565185
2339,226048.836717419
2340,405173.590025348
